pkey,gender,age,birth_year,education,has_spouse_raw,has_child_raw,num_children,youngest_child_age,emp_status,work_style,contract_type,industry,firm_size,occupation,position,weekly_hours,annual_income,current_job_start_year,intention,ev_quit,ev_started_job,year
2681,2,57,1967,3,1,1,2,5.0,1,1,5,1,3,5,8,50.0,471,1992,4,0,0,2025
2682,2,36,1988,5,2,2,0,,1,1,1,4,5,7,8,20.0,629,2006,4,0,0,2025
2683,1,50,1974,5,1,1,1,15.0,1,1,1,2,2,4,8,46.0,607,2005,4,0,0,2025
2684,2,24,2000,6,2,2,0,,1,1,1,17,4,5,8,57.0,164,2023,3,0,0,2025
2685,1,47,1977,4,1,2,0,,1,1,1,14,2,11,8,40.0,208,1995,4,0,0,2025
2686,2,57,1967,3,1,1,2,13.0,1,1,1,10,3,3,8,45.0,572,1995,4,0,0,2025
2687,1,51,1973,5,1,2,0,,1,1,2,12,3,3,8,41.0,305,2012,4,0,0,2025
2688,2,46,1978,4,1,1,3,14.0,1,1,1,3,7,7,8,55.0,147,2005,4,0,0,2025
2689,1,56,1968,2,1,1,3,10.0,1,1,1,17,5,2,1,56.0,377,2009,4,0,0,2025
2690,1,34,1990,6,2,2,0,,1,1,2,9,5,1,8,30.0,321,2022,2,0,0,2025
2691,2,38,1986,5,1,2,0,,1,1,1,9,2,11,8,46.0,472,2004,4,0,0,2025
2692,1,25,1999,5,2,2,0,,1,1,1,17,4,4,8,32.0,384,2024,4,1,1,2025
2693,2,50,1974,2,1,1,1,11.0,1,1,4,2,4,2,3,45.0,403,2024,3,1,1,2025
2694,2,51,1973,2,1,1,1,10.0,1,1,1,8,6,8,8,42.0,297,2003,3,0,0,2025
2695,2,53,1971,5,1,2,0,,1,1,1,2,2,6,8,44.0,405,2023,4,0,0,2025
2696,1,52,1972,5,1,1,2,7.0,1,1,3,8,1,6,8,54.0,562,1994,3,0,0,2025
2697,2,28,1996,3,2,2,0,,1,1,2,5,4,6,1,30.0,279,2024,4,1,1,2025
2698,1,49,1975,5,1,1,2,18.0,1,1,2,8,6,2,2,50.0,401,2009,3,0,0,2025
2699,1,53,1971,4,1,1,1,4.0,1,1,2,12,6,11,3,28.0,210,2010,3,0,0,2025
2700,2,31,1993,3,1,1,2,15.0,1,1,1,5,6,1,3,44.0,435,2015,4,0,0,2025
2701,2,42,1982,4,1,2,0,,1,1,1,1,3,6,8,44.0,415,2013,3,0,0,2025
2702,1,59,1965,5,1,1,1,7.0,1,1,2,3,2,4,8,55.0,87,2019,3,0,0,2025
2703,1,39,1985,4,1,2,0,,1,1,2,13,5,8,8,37.0,228,2003,4,0,0,2025
2704,2,53,1971,5,1,2,0,,1,1,2,10,1,7,8,31.0,157,2004,2,0,0,2025
2705,2,44,1980,5,1,1,2,13.0,1,1,1,17,7,5,3,58.0,507,1998,4,0,0,2025
2706,1,49,1975,5,1,1,2,12.0,1,1,3,16,5,7,2,44.0,92,2003,4,0,0,2025
2707,2,48,1976,3,2,2,0,,1,1,1,3,4,3,2,30.0,478,2019,4,0,0,2025
2708,1,49,1975,2,2,2,0,,1,1,1,13,2,2,1,47.0,554,2003,3,0,0,2025
2709,1,54,1970,2,1,1,3,7.0,1,1,1,2,2,11,2,40.0,474,2016,3,0,0,2025
2710,2,59,1965,5,1,1,1,8.0,1,1,1,2,7,8,2,34.0,329,2020,4,0,0,2025
2711,2,34,1990,5,1,2,0,,1,1,2,14,1,8,1,44.0,566,2008,3,0,0,2025
2712,1,60,1964,3,1,2,0,,1,1,1,7,1,12,8,52.0,659,2021,4,0,0,2025
2713,1,48,1976,5,1,1,2,17.0,1,1,2,17,3,11,8,38.0,404,2009,3,0,0,2025
2714,1,46,1978,5,1,2,0,,1,1,1,1,2,8,3,36.0,91,1996,4,0,0,2025
2715,2,36,1988,2,2,2,0,,1,1,1,9,5,10,8,35.0,768,2014,4,0,0,2025
2716,1,39,1985,2,1,1,3,17.0,1,1,1,6,1,7,8,36.0,490,2003,3,0,0,2025
2717,1,49,1975,4,1,1,1,18.0,1,1,1,17,6,3,2,31.0,490,2010,2,0,0,2025
2718,2,37,1987,3,2,2,0,,1,1,2,12,6,8,3,44.0,94,2018,4,0,0,2025
2719,1,34,1990,5,1,2,0,,1,1,1,14,2,11,8,47.0,358,2016,4,0,0,2025
2720,2,55,1969,2,1,1,1,18.0,1,1,1,5,5,11,3,42.0,259,2019,4,0,0,2025
2721,1,39,1985,6,1,2,0,,1,1,1,16,5,7,3,41.0,203,2017,4,0,0,2025
2722,2,48,1976,5,1,1,3,12.0,1,1,1,15,6,12,2,49.0,402,2017,4,0,0,2025
2723,1,24,2000,5,2,2,0,,1,1,1,14,6,3,8,32.0,359,2018,3,0,0,2025
2724,1,26,1998,5,2,2,0,,1,1,5,9,7,1,2,42.0,308,2022,3,0,0,2025
2725,1,56,1968,5,1,2,0,,1,1,1,16,1,5,8,45.0,674,2011,3,0,0,2025
2726,2,28,1996,6,2,2,0,,1,1,1,12,5,3,2,39.0,514,2014,3,0,0,2025
2727,2,54,1970,7,1,1,3,19.0,1,1,3,2,6,12,3,45.0,409,2015,3,0,0,2025
2728,1,59,1965,5,1,1,2,2.0,1,1,2,16,2,2,8,53.0,356,2002,4,0,0,2025
2729,1,42,1982,3,2,2,0,,1,1,1,1,2,7,8,35.0,340,2015,4,0,0,2025
2730,2,58,1966,5,1,2,0,,1,1,2,12,1,10,8,43.0,250,2002,4,0,0,2025
2731,1,40,1984,4,1,1,3,7.0,1,1,4,5,7,2,3,39.0,498,2011,2,0,0,2025
2732,1,61,1963,5,1,2,0,,1,1,1,16,7,1,8,55.0,253,1996,2,0,0,2025
2733,2,32,1992,5,1,1,1,2.0,1,1,1,13,1,7,1,30.0,686,2010,3,0,0,2025
2734,1,40,1984,5,1,1,2,4.0,1,1,3,14,2,11,8,34.0,512,2011,4,0,0,2025
2735,1,38,1986,5,2,2,0,,1,1,2,12,4,1,2,47.0,108,2020,3,0,0,2025
2736,1,54,1970,4,1,2,0,,1,1,5,10,7,1,3,43.0,432,2012,3,0,0,2025
2737,1,24,2000,5,1,1,3,0.0,1,1,1,15,6,12,3,35.0,650,2018,1,0,0,2025
2738,1,56,1968,5,1,1,3,1.0,1,1,4,6,7,8,1,32.0,492,2009,2,0,0,2025
2739,2,23,2001,5,2,2,0,,1,1,1,9,6,9,3,40.0,369,2019,4,0,0,2025
2740,2,35,1989,5,1,1,3,11.0,1,1,2,6,5,4,8,45.0,518,2007,4,0,0,2025
2741,1,46,1978,2,2,2,0,,1,1,4,2,3,4,8,30.0,554,2020,4,0,0,2025
2742,2,28,1996,5,1,2,0,,1,1,1,15,5,6,2,46.0,674,2014,3,0,0,2025
2743,1,42,1982,4,1,2,0,,1,1,1,9,4,3,8,40.0,176,2016,4,0,0,2025
2744,2,62,1962,5,1,1,1,6.0,1,1,1,1,7,6,8,53.0,356,2005,4,0,0,2025
2745,1,55,1969,5,1,2,0,,1,1,3,15,4,12,8,47.0,741,2002,3,0,0,2025
2746,2,24,2000,5,1,1,2,17.0,1,1,1,17,6,9,1,36.0,605,2022,4,0,0,2025
2747,1,46,1978,5,1,1,3,7.0,1,1,3,12,2,11,8,55.0,754,2005,3,0,0,2025
2748,1,46,1978,6,1,1,3,7.0,1,1,1,6,5,6,8,46.0,919,2016,4,0,0,2025
2749,1,25,1999,5,1,1,3,12.0,1,1,1,15,4,10,3,60.0,379,2017,3,0,0,2025
2750,1,49,1975,5,1,1,3,16.0,1,1,1,13,4,6,8,32.0,196,2009,3,0,0,2025
2751,1,43,1981,5,1,1,1,12.0,1,1,4,5,6,8,8,43.0,445,2007,2,0,0,2025
2752,2,50,1974,5,1,1,1,19.0,1,1,1,6,4,9,8,36.0,733,2002,3,0,0,2025
2753,2,34,1990,5,2,2,0,,1,1,1,17,1,10,8,35.0,636,2014,4,0,0,2025
2754,1,33,1991,6,2,2,0,,1,1,1,17,3,12,3,40.0,950,2009,3,0,0,2025
2755,2,52,1972,3,2,2,0,,1,1,4,12,7,2,8,38.0,488,2020,2,0,0,2025
2756,2,51,1973,4,1,1,2,19.0,1,1,2,1,7,10,3,43.0,593,2024,4,1,1,2025
2757,2,29,1995,4,1,1,1,2.0,1,1,1,4,5,9,3,44.0,268,2013,2,0,0,2025
2758,2,31,1993,4,2,2,0,,1,1,1,7,5,9,8,41.0,84,2011,3,0,0,2025
2759,2,46,1978,5,2,2,0,,1,1,1,10,2,1,3,45.0,433,1996,3,0,0,2025
2760,1,56,1968,4,1,1,2,18.0,1,1,1,15,6,6,8,49.0,217,1994,4,0,0,2025
2761,2,31,1993,5,2,2,0,,1,1,3,15,5,12,8,29.0,577,2011,4,0,0,2025
2762,2,31,1993,3,2,2,0,,1,1,1,5,1,11,1,31.0,84,2011,4,0,0,2025
2763,1,55,1969,4,1,1,1,15.0,1,1,1,2,7,3,8,34.0,303,2001,3,0,0,2025
2764,1,50,1974,5,1,1,2,8.0,1,1,2,5,6,6,8,33.0,510,2003,4,0,0,2025
2765,1,59,1965,5,1,1,3,5.0,1,1,1,5,1,11,8,45.0,518,2024,4,1,1,2025
2766,2,54,1970,5,2,2,0,,1,1,1,16,3,12,3,52.0,438,2014,4,0,0,2025
2767,1,61,1963,5,1,2,0,,1,1,1,1,6,4,8,30.0,858,1997,4,0,0,2025
2768,2,30,1994,7,1,1,2,13.0,1,1,1,15,6,10,3,27.0,796,2016,4,0,0,2025
2769,2,33,1991,5,1,1,1,9.0,1,1,2,12,2,11,2,40.0,326,2009,1,0,0,2025
2770,2,32,1992,3,2,2,0,,1,1,1,2,1,2,8,41.0,822,2010,4,0,0,2025
2771,1,25,1999,3,2,2,0,,1,1,1,12,7,1,8,25.0,763,2017,4,0,0,2025
2772,2,54,1970,7,1,1,1,18.0,1,1,1,10,7,1,2,61.0,456,2014,4,0,0,2025
2773,2,49,1975,5,1,1,3,5.0,1,1,2,1,6,2,8,37.0,509,2023,4,0,0,2025
2774,1,26,1998,5,1,1,3,6.0,1,1,1,4,5,9,8,50.0,419,2016,3,0,0,2025
2775,2,30,1994,5,2,2,0,,1,1,1,6,5,5,8,40.0,255,2024,3,1,1,2025
2776,1,30,1994,4,2,2,0,,1,1,1,4,4,9,2,40.0,345,2012,4,0,0,2025
2777,2,39,1985,5,1,2,0,,1,1,1,10,5,2,8,41.0,577,2003,3,0,0,2025
2778,1,41,1983,5,1,2,0,,1,1,1,11,3,8,8,48.0,482,2001,4,0,0,2025
2779,1,34,1990,6,1,1,2,18.0,1,1,1,3,1,9,8,42.0,342,2010,3,0,0,2025
2780,1,60,1964,4,1,1,3,18.0,1,1,2,3,3,12,8,44.0,314,2016,2,0,0,2025
2781,1,31,1993,5,2,2,0,,1,1,1,12,3,4,8,36.0,285,2011,3,0,0,2025
2782,1,45,1979,4,1,1,1,5.0,1,1,2,8,3,7,3,46.0,394,2012,1,0,0,2025
2783,2,40,1984,7,2,2,0,,1,1,1,5,4,6,8,34.0,761,2002,4,0,0,2025
2784,1,38,1986,4,2,2,0,,1,1,1,5,1,5,3,47.0,303,2004,4,0,0,2025
2785,1,56,1968,5,1,1,3,9.0,1,1,1,1,3,8,8,58.0,533,2008,4,0,0,2025
2786,2,62,1962,4,1,1,2,14.0,1,1,1,15,4,7,2,41.0,519,2017,2,0,0,2025
2787,2,23,2001,5,2,2,0,,1,1,2,15,2,10,2,43.0,460,2019,4,0,0,2025
2788,1,41,1983,5,1,1,1,4.0,1,1,2,10,4,1,8,30.0,755,2017,4,0,0,2025
2789,2,27,1997,5,2,2,0,,1,1,2,6,5,3,3,53.0,571,2015,1,0,0,2025
2790,1,40,1984,6,1,1,3,10.0,1,1,1,4,3,7,1,35.0,176,2010,4,0,0,2025
2791,2,47,1977,6,1,2,0,,1,1,2,6,1,7,2,51.0,241,2006,4,0,0,2025
2792,1,39,1985,6,1,2,0,,1,1,1,16,5,11,8,33.0,512,2016,4,0,0,2025
2793,2,35,1989,5,1,2,0,,1,1,1,2,5,9,8,50.0,482,2007,3,0,0,2025
2794,2,35,1989,5,2,2,0,,1,1,1,14,3,1,2,37.0,712,2019,3,0,0,2025
2795,2,34,1990,5,2,2,0,,1,1,1,6,1,6,2,49.0,427,2022,4,0,0,2025
2796,2,36,1988,5,1,2,0,,1,1,2,5,1,11,8,41.0,801,2012,3,0,0,2025
2797,2,37,1987,5,1,1,1,3.0,1,1,3,14,1,11,1,31.0,339,2007,3,0,0,2025
2798,1,50,1974,5,1,1,1,19.0,1,1,1,17,6,10,3,51.0,275,1995,4,0,0,2025
2799,2,26,1998,3,2,2,0,,1,1,1,17,3,6,8,43.0,467,2016,3,0,0,2025
2800,2,24,2000,5,2,2,0,,1,1,2,5,3,2,8,30.0,217,2023,2,0,0,2025
2801,2,43,1981,4,1,2,0,,1,1,4,11,5,3,8,46.0,642,2003,1,0,0,2025
2802,1,50,1974,4,2,2,0,,1,1,2,5,5,11,8,43.0,100,2005,4,0,0,2025
2803,1,33,1991,3,1,1,3,15.0,1,1,1,4,1,5,8,38.0,252,2022,4,0,0,2025
2804,2,31,1993,4,1,1,2,3.0,1,1,1,7,7,10,3,39.0,532,2024,1,1,1,2025
2805,1,47,1977,5,1,2,0,,1,1,2,2,2,1,8,47.0,330,2024,4,1,1,2025
2806,1,38,1986,5,2,2,0,,1,1,1,3,6,6,8,34.0,594,2006,3,0,0,2025
2807,1,52,1972,2,1,1,2,1.0,1,1,4,11,6,12,3,36.0,500,2022,2,0,0,2025
2808,2,28,1996,5,2,2,0,,1,1,4,12,4,3,8,41.0,490,2014,4,0,0,2025
2809,1,27,1997,6,2,2,0,,1,1,4,5,2,1,8,31.0,338,2023,4,0,0,2025
2810,1,45,1979,6,1,1,2,17.0,1,1,1,10,4,4,8,42.0,897,2021,3,0,0,2025
2811,1,38,1986,6,1,1,2,0.0,1,1,2,13,2,1,8,31.0,568,2023,2,0,0,2025
2812,2,52,1972,7,1,2,0,,1,1,2,16,6,8,2,45.0,406,2020,2,0,0,2025
2813,2,43,1981,5,1,2,0,,1,1,1,10,6,3,1,34.0,527,1999,3,0,0,2025
2814,1,37,1987,7,2,2,0,,1,1,1,5,6,3,8,38.0,635,2024,2,1,1,2025
2815,1,29,1995,6,2,2,0,,1,1,1,13,6,8,8,50.0,321,2013,1,0,0,2025
2816,2,29,1995,5,1,1,2,14.0,1,1,1,3,2,4,8,39.0,296,2013,4,0,0,2025
2817,1,53,1971,6,1,1,1,8.0,1,1,4,3,1,8,3,30.0,876,1997,3,0,0,2025
2818,2,32,1992,5,1,1,1,16.0,1,1,3,7,5,12,3,44.0,298,2024,4,1,1,2025
2819,1,43,1981,5,2,2,0,,1,1,1,6,5,12,2,35.0,742,1999,3,0,0,2025
2820,2,55,1969,6,1,1,3,18.0,1,1,1,3,7,9,8,44.0,441,2007,4,0,0,2025
2821,1,58,1966,5,1,1,3,13.0,1,1,1,1,5,12,8,42.0,974,1992,3,0,0,2025
2822,2,33,1991,5,1,1,1,17.0,1,1,1,17,6,9,8,45.0,228,2009,3,0,0,2025
2823,1,27,1997,5,1,1,2,17.0,1,1,1,12,3,1,3,46.0,291,2015,3,0,0,2025
2824,2,53,1971,5,1,1,2,17.0,1,1,2,13,1,12,8,33.0,573,1998,3,0,0,2025
2825,2,50,1974,6,1,2,0,,1,1,2,2,1,7,8,40.0,213,2001,4,0,0,2025
2826,2,36,1988,6,2,2,0,,1,1,3,14,4,1,2,53.0,428,2006,4,0,0,2025
2827,1,46,1978,5,1,2,0,,1,1,3,7,1,8,8,35.0,769,2016,4,0,0,2025
2828,1,30,1994,7,1,1,2,19.0,1,1,1,13,4,3,2,36.0,82,2012,4,0,0,2025
2829,2,51,1973,4,1,2,0,,1,1,2,9,3,7,2,34.0,597,2017,4,0,0,2025
2830,2,52,1972,7,1,1,2,8.0,1,1,1,5,2,8,8,43.0,652,1995,4,0,0,2025
2831,1,34,1990,3,1,1,3,3.0,1,1,1,5,5,1,8,38.0,451,2008,3,0,0,2025
2832,1,41,1983,5,1,1,1,14.0,1,1,1,3,5,6,2,31.0,289,2004,4,0,0,2025
2833,1,36,1988,3,1,1,3,6.0,1,1,1,15,1,1,8,43.0,422,2018,3,0,0,2025
2834,2,24,2000,5,2,2,0,,1,1,1,8,4,2,8,38.0,261,2018,4,0,0,2025
2835,2,28,1996,5,2,2,0,,1,1,1,14,7,3,8,39.0,398,2014,3,0,0,2025
2836,2,61,1963,3,1,1,1,0.0,1,1,1,15,3,10,8,42.0,396,1998,4,0,0,2025
2837,2,41,1983,5,1,1,3,3.0,1,1,4,3,6,5,8,46.0,330,2019,4,0,0,2025
2838,1,28,1996,5,2,2,0,,1,1,1,6,3,1,2,46.0,540,2014,4,0,0,2025
2839,1,24,2000,4,2,2,0,,1,1,1,3,2,9,2,34.0,802,2024,1,1,1,2025
2840,1,37,1987,5,2,2,0,,1,1,5,1,6,7,8,46.0,571,2005,4,0,0,2025
2841,2,62,1962,4,1,1,2,12.0,1,1,1,17,3,2,3,52.0,736,2013,3,0,0,2025
2842,1,38,1986,3,1,1,3,1.0,1,1,1,12,7,7,3,33.0,864,2004,4,0,0,2025
2843,1,62,1962,3,1,1,3,1.0,1,1,4,8,5,3,2,41.0,344,1994,2,0,0,2025
2844,1,42,1982,5,1,1,3,13.0,1,1,1,4,6,8,3,29.0,421,2004,3,0,0,2025
2845,1,53,1971,5,1,2,0,,1,1,1,11,6,12,8,35.0,316,2016,4,0,0,2025
2846,2,54,1970,5,1,1,1,12.0,1,1,1,10,7,4,8,48.0,141,2015,4,0,0,2025
2847,1,24,2000,6,1,1,3,1.0,1,1,1,4,4,9,8,35.0,402,2021,3,0,0,2025
2848,1,23,2001,5,2,2,0,,1,1,2,1,7,1,1,50.0,267,2023,1,0,0,2025
2849,2,59,1965,5,1,2,0,,1,1,1,8,1,5,8,32.0,442,2000,4,0,0,2025
2850,1,60,1964,7,1,2,0,,1,1,2,9,4,11,3,34.0,181,2012,3,0,0,2025
2851,1,28,1996,5,1,1,2,14.0,1,1,2,14,3,1,3,28.0,667,2023,4,0,0,2025
2852,1,48,1976,3,1,2,0,,1,1,5,7,1,12,2,43.0,148,2004,4,0,0,2025
2853,2,59,1965,3,1,1,1,6.0,1,1,1,2,7,2,2,47.0,605,1997,4,0,0,2025
2854,1,61,1963,5,1,2,0,,1,1,1,15,6,6,8,58.0,394,2024,2,1,1,2025
2855,2,34,1990,5,2,2,0,,1,1,4,8,6,3,8,43.0,415,2024,2,1,1,2025
2856,2,55,1969,4,1,1,3,1.0,1,1,2,13,5,1,8,39.0,708,1997,4,0,0,2025
2857,2,48,1976,6,1,2,0,,1,1,1,1,5,5,8,40.0,433,2010,4,0,0,2025
2858,1,60,1964,7,1,2,0,,1,1,1,1,3,7,8,40.0,392,1993,3,0,0,2025
2859,2,28,1996,4,1,2,0,,1,1,2,1,5,9,1,45.0,436,2014,3,0,0,2025
2860,1,47,1977,4,1,2,0,,1,1,1,14,7,4,3,44.0,592,2019,4,0,0,2025
2861,1,23,2001,4,2,2,0,,1,1,1,5,2,6,3,41.0,618,2019,4,0,0,2025
2862,1,37,1987,5,1,1,1,19.0,1,1,3,14,3,3,8,50.0,621,2005,4,0,0,2025
2863,1,23,2001,6,2,2,0,,1,1,1,17,1,9,8,54.0,342,2019,3,0,0,2025
2864,1,40,1984,5,1,1,3,6.0,1,1,1,12,7,3,2,41.0,758,2002,4,0,0,2025
2865,1,55,1969,3,1,1,3,18.0,1,1,2,17,4,11,3,43.0,307,2019,3,0,0,2025
2866,1,49,1975,5,1,1,3,2.0,1,1,4,16,5,3,8,48.0,316,2023,4,0,0,2025
2867,1,35,1989,3,2,2,0,,1,1,1,13,2,8,8,51.0,388,2007,4,0,0,2025
2868,2,40,1984,5,1,1,2,11.0,1,1,2,14,1,4,8,45.0,551,2014,3,0,0,2025
2869,2,37,1987,5,2,2,0,,1,1,1,11,6,12,8,43.0,206,2005,4,0,0,2025
2870,1,52,1972,5,1,2,0,,1,1,1,4,7,4,8,40.0,493,2010,4,0,0,2025
2871,2,33,1991,5,2,2,0,,1,1,4,2,3,12,1,39.0,321,2024,1,1,1,2025
2872,1,26,1998,6,1,1,2,14.0,1,1,1,7,6,11,1,26.0,334,2016,4,0,0,2025
2873,1,43,1981,2,1,1,2,16.0,1,1,1,9,5,6,8,40.0,656,2017,4,0,0,2025
2874,1,56,1968,5,1,1,1,8.0,1,1,2,6,5,6,1,35.0,353,2007,4,0,0,2025
2875,1,42,1982,2,1,2,0,,1,1,1,2,2,5,1,35.0,453,2024,4,1,1,2025
2876,1,31,1993,5,1,2,0,,1,1,1,9,5,6,3,31.0,494,2017,4,0,0,2025
2877,1,24,2000,6,1,2,0,,1,1,2,9,2,6,2,46.0,401,2024,1,1,1,2025
2878,1,60,1964,5,1,1,2,6.0,1,1,1,17,2,2,8,49.0,680,2014,4,0,0,2025
2879,1,53,1971,4,1,1,3,13.0,1,1,2,17,3,4,8,23.0,536,2009,2,0,0,2025
2880,1,29,1995,5,2,2,0,,1,1,1,11,2,11,8,40.0,797,2013,4,0,0,2025
2881,1,25,1999,5,1,1,1,2.0,1,1,1,15,7,12,8,42.0,88,2017,1,0,0,2025
2882,1,28,1996,6,1,2,0,,1,1,2,6,1,1,3,50.0,374,2020,4,0,0,2025
2883,1,38,1986,5,1,2,0,,1,1,1,17,7,9,1,38.0,548,2019,4,0,0,2025
2884,1,55,1969,2,1,2,0,,1,1,3,17,2,3,3,33.0,604,2003,2,0,0,2025
2885,1,29,1995,5,2,2,0,,1,1,4,3,7,8,3,34.0,497,2013,3,0,0,2025
2886,1,55,1969,4,1,1,1,1.0,1,1,3,12,3,8,3,55.0,472,2022,4,0,0,2025
2887,1,23,2001,2,2,2,0,,1,1,1,8,7,11,8,55.0,644,2020,4,0,0,2025
2888,2,52,1972,5,1,1,3,3.0,1,1,1,5,4,9,3,42.0,445,2024,3,1,1,2025
2889,1,34,1990,5,1,2,0,,1,1,4,8,4,10,8,50.0,86,2008,3,0,0,2025
2890,1,61,1963,2,1,2,0,,1,1,1,16,1,10,8,44.0,768,1999,4,0,0,2025
2891,1,42,1982,5,1,1,2,4.0,1,1,2,16,4,8,8,33.0,258,2016,3,0,0,2025
2892,2,33,1991,5,2,2,0,,1,1,3,6,4,5,2,37.0,492,2009,4,0,0,2025
2893,2,32,1992,5,2,2,0,,1,1,1,8,7,5,8,35.0,459,2010,4,0,0,2025
2894,2,56,1968,4,1,1,3,14.0,1,1,1,9,2,5,8,40.0,387,2017,4,0,0,2025
2895,2,39,1985,5,1,2,0,,1,1,2,13,1,5,2,47.0,297,2018,1,0,0,2025
2896,1,37,1987,3,1,1,2,19.0,1,1,1,9,2,4,8,41.0,94,2005,4,0,0,2025
2897,2,52,1972,4,1,1,2,10.0,1,1,1,7,2,4,8,42.0,302,1998,4,0,0,2025
2898,1,44,1980,5,1,1,1,19.0,1,1,1,16,7,7,8,33.0,573,1998,4,0,0,2025
2899,2,49,1975,5,1,2,0,,1,1,2,7,2,4,2,43.0,179,2004,3,0,0,2025
2900,1,40,1984,4,1,1,2,3.0,1,1,1,5,7,5,8,49.0,233,2006,2,0,0,2025
2901,1,25,1999,4,2,2,0,,1,1,1,6,1,9,1,38.0,447,2017,3,0,0,2025
2902,2,23,2001,6,2,2,0,,1,1,2,6,6,4,8,26.0,332,2022,2,0,0,2025
2903,1,24,2000,5,2,2,0,,1,1,2,10,3,2,3,30.0,315,2018,4,0,0,2025
2904,2,45,1979,5,2,2,0,,1,1,4,12,1,1,8,31.0,527,2019,4,0,0,2025
2905,1,43,1981,6,1,2,0,,1,1,1,3,5,10,8,45.0,406,1999,4,0,0,2025
2906,2,52,1972,4,1,2,0,,1,1,4,16,6,12,8,36.0,242,2003,3,0,0,2025
2907,2,58,1966,5,1,1,3,11.0,1,1,2,5,6,9,2,42.0,465,1998,3,0,0,2025
2908,1,29,1995,6,2,2,0,,1,1,2,2,2,1,8,38.0,517,2013,3,0,0,2025
2909,2,61,1963,5,1,1,3,17.0,1,1,1,12,5,7,3,51.0,252,1994,4,0,0,2025
2910,2,60,1964,4,1,1,2,1.0,1,1,1,4,4,4,1,49.0,543,1994,3,0,0,2025
2911,2,47,1977,5,1,1,1,13.0,1,1,1,13,4,4,3,44.0,242,2003,3,0,0,2025
2912,1,44,1980,5,2,2,0,,1,1,1,17,7,12,8,42.0,516,2022,3,0,0,2025
2913,1,30,1994,5,1,1,1,4.0,1,1,1,12,3,10,8,46.0,554,2012,4,0,0,2025
2914,2,30,1994,5,1,1,1,2.0,1,1,4,14,3,9,8,30.0,336,2024,1,1,1,2025
2915,1,23,2001,5,2,2,0,,1,1,1,9,4,7,8,41.0,565,2019,4,0,0,2025
2916,1,48,1976,4,1,1,2,4.0,1,1,4,6,7,7,8,34.0,598,1994,4,0,0,2025
2917,1,40,1984,5,2,2,0,,1,1,1,11,7,11,2,58.0,730,2016,4,0,0,2025
2918,2,30,1994,4,2,2,0,,1,1,3,7,5,8,8,32.0,503,2023,4,0,0,2025
2919,1,28,1996,6,2,2,0,,1,1,1,15,1,7,8,42.0,587,2014,3,0,0,2025
2920,2,25,1999,5,2,2,0,,1,1,2,8,3,2,8,47.0,571,2019,3,0,0,2025
2921,2,48,1976,5,1,1,1,14.0,1,1,1,9,1,12,8,41.0,126,1998,2,0,0,2025
2922,1,50,1974,5,1,2,0,,1,1,4,12,1,10,1,42.0,330,2019,4,0,0,2025
2923,1,48,1976,2,1,1,3,5.0,1,1,1,4,6,5,8,38.0,397,2006,3,0,0,2025
2924,2,27,1997,5,1,2,0,,1,1,1,10,6,4,8,34.0,450,2015,4,0,0,2025
2925,1,24,2000,5,2,2,0,,1,1,4,13,1,12,8,39.0,483,2022,2,0,0,2025
2926,2,27,1997,5,2,2,0,,1,1,1,14,4,12,8,51.0,280,2015,4,0,0,2025
2927,2,53,1971,5,1,1,1,5.0,1,1,2,4,2,6,8,48.0,839,2006,4,0,0,2025
2928,2,52,1972,7,1,2,0,,1,1,1,1,1,3,1,43.0,505,2022,4,0,0,2025
2929,1,34,1990,5,2,2,0,,1,1,1,4,3,10,8,55.0,499,2010,3,0,0,2025
2930,2,25,1999,5,1,1,1,13.0,1,1,1,14,1,8,8,59.0,271,2018,4,0,0,2025
2931,2,35,1989,5,1,1,1,0.0,1,1,1,5,6,11,3,45.0,204,2018,4,0,0,2025
2932,1,55,1969,4,1,1,2,3.0,1,1,1,1,7,7,8,37.0,350,2016,3,0,0,2025
2933,2,28,1996,3,2,2,0,,1,1,1,11,3,7,3,40.0,423,2014,4,0,0,2025
2934,2,54,1970,7,1,1,3,11.0,1,1,2,15,2,2,8,41.0,423,1998,4,0,0,2025
2935,2,41,1983,6,2,2,0,,1,1,5,4,4,8,8,28.0,897,2009,2,0,0,2025
2936,1,28,1996,7,2,2,0,,1,1,1,1,7,5,3,41.0,459,2014,3,0,0,2025
2937,1,60,1964,4,1,1,2,1.0,1,1,1,3,2,3,3,33.0,351,1994,4,0,0,2025
2938,1,43,1981,2,1,1,2,10.0,1,1,1,3,5,10,8,35.0,542,1999,4,0,0,2025
2939,1,49,1975,5,1,1,2,2.0,1,1,2,4,1,5,3,41.0,453,2021,2,0,0,2025
2940,1,26,1998,6,2,2,0,,1,1,1,4,3,3,2,43.0,529,2019,4,0,0,2025
2941,2,37,1987,3,2,2,0,,1,1,2,11,4,12,2,33.0,180,2005,1,0,0,2025
2942,1,48,1976,3,2,2,0,,1,1,1,4,3,12,1,24.0,241,2010,4,0,0,2025
2943,2,48,1976,3,2,2,0,,1,1,2,10,2,6,8,41.0,503,2017,4,0,0,2025
2944,1,25,1999,5,2,2,0,,1,1,3,7,6,4,1,41.0,391,2017,2,0,0,2025
2945,1,47,1977,5,1,1,2,2.0,1,1,1,12,5,2,8,61.0,278,2011,4,0,0,2025
